date,interval_start,queue,language,model_forecast_calls,model_required_agents,available_agents,model_staffing_gap_agents,stress_gap_if_calls_plus_5pct,event_types,fragility_reason
2026-01-13,15:45,Sales,DE,2.173,1.165,1,-0.165,-0.22325000000000017,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-12,09:45,Customer Service,DE,3.251,2.117,2,-0.117,-0.22285000000000021,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-06,19:00,Customer Service,DE,3.33,2.117,2,-0.117,-0.22285000000000021,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-03,16:15,Customer Service,IT,2.511,1.164,1,-0.164,-0.22219999999999995,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-06,16:15,Customer Service,IT,2.511,1.164,1,-0.164,-0.22219999999999995,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-11,13:30,Customer Service,IT,2.502,1.163,1,-0.163,-0.22115000000000018,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-05,11:00,Customer Service,EN,2.129,1.163,1,-0.163,-0.22115000000000018,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-05,18:00,Sales,DE,3.932,2.114,2,-0.114,-0.2197,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,08:45,Customer Service,EN,2.111,1.161,1,-0.161,-0.2190500000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-06,18:30,Customer Service,EN,2.132,1.161,1,-0.161,-0.2190500000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-09,17:30,Sales,DE,2.085,1.161,1,-0.161,-0.2190500000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-05,11:00,Sales,DE,3.775,2.113,2,-0.113,-0.21865000000000023,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-11,15:15,Customer Service,FR,2.385,1.16,1,-0.16,-0.21799999999999997,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,14:15,Customer Service,FR,2.385,1.16,1,-0.16,-0.21799999999999997,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-13,10:00,Sales,DE,2.092,1.16,1,-0.16,-0.21799999999999997,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,08:30,Customer Service,FR,2.385,1.16,1,-0.16,-0.21799999999999997,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-03,15:00,Sales,DE,3.93,2.112,2,-0.112,-0.21760000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,12:45,Sales,DE,5.69,3.064,3,-0.064,-0.21720000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-01,15:00,Customer Service,DE,4.678,3.064,3,-0.064,-0.21720000000000006,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-03,16:15,Customer Service,IT,2.488,1.159,1,-0.159,-0.21694999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-14,15:45,Customer Service,EN,2.13,1.159,1,-0.159,-0.21694999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,13:45,Customer Service,FR,2.377,1.159,1,-0.159,-0.21694999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-03,13:30,Customer Service,FR,2.392,1.159,1,-0.159,-0.21694999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-06,19:45,Customer Service,DE,3.336,2.111,2,-0.111,-0.21655000000000024,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-07,13:45,Customer Service,DE,3.332,2.111,2,-0.111,-0.21655000000000024,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-10,08:45,Customer Service,EN,2.108,1.158,1,-0.158,-0.21589999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-04,18:15,Customer Service,FR,2.375,1.158,1,-0.158,-0.21589999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-10,14:00,Customer Service,FR,2.377,1.158,1,-0.158,-0.21589999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-09,15:00,Customer Service,FR,2.302,1.157,1,-0.157,-0.21484999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-13,10:30,Customer Service,IT,4.496,2.108,2,-0.108,-0.21340000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,14:15,Customer Service,EN,2.116,1.155,1,-0.155,-0.21275,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-02,19:15,Customer Service,DE,3.231,2.107,2,-0.107,-0.21235000000000026,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-10,14:45,Customer Service,FR,2.375,1.154,1,-0.154,-0.2117,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-01,09:45,Sales,DE,2.152,1.154,1,-0.154,-0.2117,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-06,09:45,Customer Service,FR,4.325,2.106,2,-0.106,-0.21130000000000004,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-03,11:00,Customer Service,FR,2.376,1.153,1,-0.153,-0.21065,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,09:30,Customer Service,FR,2.369,1.153,1,-0.153,-0.21065,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,14:00,Customer Service,FR,2.373,1.153,1,-0.153,-0.21065,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-10,09:15,Customer Service,FR,2.376,1.153,1,-0.153,-0.21065,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-06,11:15,Customer Service,FR,4.323,2.105,2,-0.105,-0.21025000000000027,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-13,13:30,Sales,DE,3.918,2.105,2,-0.105,-0.21025000000000027,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-13,19:15,Sales,IT,0.492,0.2,0,-0.2,-0.21000000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-10,19:15,Sales,FR,0.484,0.2,0,-0.2,-0.21000000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-13,17:15,Customer Service,DE,4.845,3.057,3,-0.057,-0.20984999999999987,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-06,12:45,Sales,DE,2.149,1.152,1,-0.152,-0.2096,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,08:00,Customer Service,EN,2.111,1.152,1,-0.152,-0.2096,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-14,16:15,Sales,DE,5.691,3.055,3,-0.055,-0.20775000000000032,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-03,14:15,Customer Service,EN,2.108,1.15,1,-0.15,-0.20750000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-13,18:15,Customer Service,IT,2.481,1.15,1,-0.15,-0.20750000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-12,15:45,Sales,DE,2.146,1.15,1,-0.15,-0.20750000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-07,09:45,Sales,DE,2.146,1.15,1,-0.15,-0.20750000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,08:15,Customer Service,EN,2.108,1.149,1,-0.149,-0.20645000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-05,10:30,Customer Service,IT,2.477,1.149,1,-0.149,-0.20645000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-06,18:45,Customer Service,DE,3.314,2.101,2,-0.101,-0.2060500000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-03,09:15,Customer Service,IT,2.364,1.148,1,-0.148,-0.20540000000000003,holiday_rebound,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-10,08:45,Customer Service,FR,2.35,1.148,1,-0.148,-0.20540000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-07,08:30,Customer Service,EN,2.108,1.148,1,-0.148,-0.20540000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,15:45,Customer Service,IT,2.464,1.148,1,-0.148,-0.20540000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,18:45,Sales,DE,3.896,2.1,2,-0.1,-0.20500000000000007,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,10:00,Customer Service,EN,2.108,1.147,1,-0.147,-0.20435000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-14,11:00,Customer Service,IT,2.475,1.147,1,-0.147,-0.20435000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,17:45,Customer Service,FR,4.295,2.099,2,-0.099,-0.2039500000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-05,19:30,Customer Service,FR,2.362,1.146,1,-0.146,-0.20330000000000004,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,08:00,Sales,DE,2.136,1.146,1,-0.146,-0.20330000000000004,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,10:30,Customer Service,FR,4.285,2.098,2,-0.098,-0.20290000000000008,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-10,17:15,Customer Service,IT,2.462,1.145,1,-0.145,-0.20225000000000004,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-10,19:15,Sales,IT,0.484,0.192,0,-0.192,-0.2016,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-01,14:30,Customer Service,FR,2.187,1.144,1,-0.144,-0.20120000000000005,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-12,09:00,Customer Service,EN,2.103,1.144,1,-0.144,-0.20120000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-04,15:30,Customer Service,IT,2.454,1.144,1,-0.144,-0.20120000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-13,10:00,Customer Service,FR,2.342,1.144,1,-0.144,-0.20120000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,08:00,Customer Service,FR,2.352,1.144,1,-0.144,-0.20120000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,09:30,Customer Service,FR,2.352,1.144,1,-0.144,-0.20120000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-06,18:15,Sales,DE,3.899,2.096,2,-0.096,-0.2008000000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-06,17:30,Sales,DE,3.899,2.096,2,-0.096,-0.2008000000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-10,19:30,Sales,EN,0.414,0.191,0,-0.191,-0.20055,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-03,18:00,Customer Service,EN,2.101,1.143,1,-0.143,-0.20015000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,15:15,Customer Service,FR,2.35,1.143,1,-0.143,-0.20015000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-11,08:30,Customer Service,FR,2.341,1.142,1,-0.142,-0.19910000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-13,08:30,Customer Service,FR,2.24,1.142,1,-0.142,-0.19910000000000005,holiday_rebound,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,17:30,Customer Service,IT,2.454,1.142,1,-0.142,-0.19910000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,13:15,Customer Service,IT,2.454,1.142,1,-0.142,-0.19910000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-08,18:45,Sales,DE,2.045,1.142,1,-0.142,-0.19910000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-07,15:00,Sales,DE,2.128,1.141,1,-0.141,-0.19805000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-12,13:30,Customer Service,IT,2.451,1.141,1,-0.141,-0.19805000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-14,16:00,Customer Service,DE,4.821,3.045,3,-0.045,-0.19724999999999993,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,09:45,Customer Service,FR,2.345,1.139,1,-0.139,-0.19595000000000007,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,10:45,Customer Service,IT,2.46,1.139,1,-0.139,-0.19595000000000007,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,08:45,Customer Service,EN,2.081,1.139,1,-0.139,-0.19595000000000007,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,09:30,Customer Service,FR,4.294,2.091,2,-0.091,-0.19555000000000033,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-10,19:45,Sales,IT,0.47,0.186,0,-0.186,-0.1953,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-04,10:30,Customer Service,FR,4.285,2.09,2,-0.09,-0.19450000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-11,11:45,Customer Service,DE,4.792,3.042,3,-0.042,-0.19410000000000016,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-13,09:45,Customer Service,FR,2.34,1.137,1,-0.137,-0.19385000000000008,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-07,09:30,Customer Service,FR,2.332,1.137,1,-0.137,-0.19385000000000008,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-14,09:00,Customer Service,FR,2.337,1.136,1,-0.136,-0.19279999999999986,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,08:45,Customer Service,EN,2.065,1.136,1,-0.136,-0.19279999999999986,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,18:00,Customer Service,IT,2.433,1.136,1,-0.136,-0.19279999999999986,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-11,08:00,Sales,DE,3.984,2.088,2,-0.088,-0.19240000000000013,sales_offer,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-01,16:15,Customer Service,DE,4.646,3.04,3,-0.04,-0.19200000000000017,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-07,14:00,Customer Service,FR,2.333,1.135,1,-0.135,-0.1917500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,09:15,Customer Service,EN,2.083,1.135,1,-0.135,-0.1917500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,12:45,Customer Service,IT,2.443,1.135,1,-0.135,-0.1917500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-11,19:00,Customer Service,IT,2.451,1.135,1,-0.135,-0.1917500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-11,08:00,Customer Service,FR,2.328,1.135,1,-0.135,-0.1917500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-14,09:00,Sales,DE,2.114,1.135,1,-0.135,-0.1917500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-12,08:00,Customer Service,EN,2.086,1.135,1,-0.135,-0.1917500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-13,19:30,Sales,FR,0.428,0.182,0,-0.182,-0.1911,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-02,17:45,Customer Service,EN,2.084,1.134,1,-0.134,-0.19069999999999987,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-14,18:00,Customer Service,IT,2.446,1.134,1,-0.134,-0.19069999999999987,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,14:30,Customer Service,EN,2.081,1.134,1,-0.134,-0.19069999999999987,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-03,09:15,Customer Service,IT,2.443,1.133,1,-0.133,-0.1896500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-02,10:00,Customer Service,IT,2.444,1.133,1,-0.133,-0.1896500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-08,10:45,Sales,DE,5.408,3.037,3,-0.037,-0.18884999999999996,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-02,17:15,Customer Service,DE,4.802,3.037,3,-0.037,-0.18884999999999996,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-04,15:45,Customer Service,IT,2.43,1.132,1,-0.132,-0.18859999999999988,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-12,12:45,Sales,DE,2.019,1.132,1,-0.132,-0.18859999999999988,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-13,17:00,Customer Service,IT,2.334,1.132,1,-0.132,-0.18859999999999988,holiday_rebound,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,18:00,Customer Service,IT,2.433,1.132,1,-0.132,-0.18859999999999988,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-03,15:15,Customer Service,IT,2.331,1.132,1,-0.132,-0.18859999999999988,holiday_rebound,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-08,18:15,Customer Service,IT,2.44,1.131,1,-0.131,-0.1875500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-07,08:15,Customer Service,EN,2.074,1.131,1,-0.131,-0.1875500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-10,18:15,Sales,DE,2.026,1.131,1,-0.131,-0.1875500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-05,18:15,Customer Service,EN,2.075,1.131,1,-0.131,-0.1875500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-08,17:45,Customer Service,IT,2.44,1.131,1,-0.131,-0.1875500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-09,09:00,Customer Service,FR,2.332,1.131,1,-0.131,-0.1875500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-06,09:30,Customer Service,IT,2.44,1.131,1,-0.131,-0.1875500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,10:45,Customer Service,IT,2.431,1.131,1,-0.131,-0.1875500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-07,09:00,Customer Service,EN,2.075,1.131,1,-0.131,-0.1875500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,14:15,Customer Service,EN,2.074,1.13,1,-0.13,-0.1864999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-01,10:30,Customer Service,DE,4.608,3.034,3,-0.034,-0.18569999999999975,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-07,09:15,Customer Service,FR,2.115,1.129,1,-0.129,-0.18545000000000011,service_incident,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,15:15,Customer Service,EN,2.074,1.129,1,-0.129,-0.18545000000000011,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-06,14:15,Customer Service,FR,2.324,1.129,1,-0.129,-0.18545000000000011,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-06,14:30,Customer Service,FR,4.273,2.081,2,-0.081,-0.18504999999999994,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-10,11:00,Customer Service,DE,3.29,2.081,2,-0.081,-0.18504999999999994,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-12,15:30,Customer Service,EN,2.074,1.128,1,-0.128,-0.1843999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-08,14:00,Customer Service,EN,2.074,1.128,1,-0.128,-0.1843999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,14:15,Customer Service,FR,2.31,1.127,1,-0.127,-0.18335000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,18:15,Customer Service,EN,2.065,1.127,1,-0.127,-0.18335000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-11,11:00,Customer Service,IT,2.362,1.127,1,-0.127,-0.18335000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-06,17:15,Customer Service,IT,2.432,1.127,1,-0.127,-0.18335000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,09:00,Customer Service,EN,2.065,1.127,1,-0.127,-0.18335000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-11,18:00,Customer Service,IT,2.365,1.127,1,-0.127,-0.18335000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-02,10:30,Sales,DE,3.868,2.079,2,-0.079,-0.1829500000000004,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,12:15,Sales,DE,3.868,2.079,2,-0.079,-0.1829500000000004,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-13,19:30,Sales,IT,0.428,0.174,0,-0.174,-0.1827,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,14:45,Customer Service,EN,2.065,1.126,1,-0.126,-0.1822999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-10,19:30,Sales,FR,0.42,0.173,0,-0.173,-0.18165,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,08:30,Customer Service,FR,2.313,1.125,1,-0.125,-0.18125000000000013,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-08,14:45,Sales,DE,2.099,1.125,1,-0.125,-0.18125000000000013,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,14:45,Customer Service,EN,2.065,1.125,1,-0.125,-0.18125000000000013,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-11,10:00,Sales,DE,2.096,1.124,1,-0.124,-0.18020000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-11,10:45,Sales,DE,2.096,1.124,1,-0.124,-0.18020000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-13,12:30,Sales,DE,2.017,1.124,1,-0.124,-0.18020000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-04,13:30,Customer Service,FR,2.313,1.123,1,-0.123,-0.17915000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-13,09:30,Customer Service,FR,2.305,1.123,1,-0.123,-0.17915000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-01,08:00,Sales,DE,2.095,1.123,1,-0.123,-0.17915000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,18:15,Customer Service,IT,2.412,1.123,1,-0.123,-0.17915000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-10,09:30,Sales,DE,2.094,1.123,1,-0.123,-0.17915000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-05,15:15,Customer Service,FR,2.233,1.123,1,-0.123,-0.17915000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-09,14:30,Customer Service,FR,2.309,1.123,1,-0.123,-0.17915000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-14,16:45,Customer Service,DE,4.775,3.027,3,-0.027,-0.17835000000000045,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-13,09:15,Customer Service,EN,2.057,1.122,1,-0.122,-0.17810000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-10,10:00,Sales,DE,2.026,1.122,1,-0.122,-0.17810000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-07,15:15,Customer Service,FR,2.312,1.122,1,-0.122,-0.17810000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-08,09:15,Sales,DE,2.081,1.122,1,-0.122,-0.17810000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-05,14:15,Customer Service,FR,2.312,1.122,1,-0.122,-0.17810000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-14,15:15,Customer Service,FR,2.309,1.122,1,-0.122,-0.17810000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,15:00,Customer Service,FR,4.265,2.074,2,-0.074,-0.17769999999999975,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-09,09:00,Customer Service,FR,2.312,1.121,1,-0.121,-0.17705000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-14,09:45,Sales,DE,2.091,1.121,1,-0.121,-0.17705000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-14,08:15,Customer Service,FR,2.306,1.121,1,-0.121,-0.17705000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-05,10:15,Customer Service,IT,2.419,1.121,1,-0.121,-0.17705000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-06,10:00,Sales,DE,3.846,2.073,2,-0.073,-0.17664999999999997,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-07,19:30,Customer Service,FR,2.302,1.119,1,-0.119,-0.17494999999999994,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,17:00,Customer Service,IT,2.401,1.119,1,-0.119,-0.17494999999999994,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,15:30,Customer Service,IT,2.4,1.119,1,-0.119,-0.17494999999999994,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-10,19:30,Sales,IT,0.42,0.166,0,-0.166,-0.1743,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-07,14:45,Customer Service,FR,2.3,1.118,1,-0.118,-0.17390000000000017,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-14,17:30,Customer Service,FR,4.25,2.07,2,-0.07,-0.17349999999999977,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-05,16:45,Customer Service,DE,4.638,3.022,3,-0.022,-0.1730999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-06,14:00,Sales,DE,2.081,1.117,1,-0.117,-0.17284999999999995,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-12,09:15,Customer Service,FR,2.294,1.117,1,-0.117,-0.17284999999999995,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-08,14:15,Customer Service,DE,3.275,2.069,2,-0.069,-0.17245,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-14,15:00,Sales,DE,2.08,1.116,1,-0.116,-0.17180000000000017,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,13:30,Customer Service,EN,2.044,1.116,1,-0.116,-0.17180000000000017,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-13,19:30,Sales,DE,3.853,2.068,2,-0.068,-0.17140000000000022,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-09,12:45,Customer Service,DE,4.77,3.02,3,-0.02,-0.17100000000000026,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
