date,queue,language,checkpoint,actual_so_far,model_so_far,pace_ratio,remaining_model_forecast,adjusted_full_day_forecast,confidence_label
2026-01-14,Customer Service,DE,16:00,270.0,145.0,1.8621,76.38,380.75,Low
2026-01-14,Customer Service,EN,10:00,12.0,10.75,1.1161,53.43,71.64,High
2026-01-14,Customer Service,EN,12:00,30.0,21.05,1.4252,43.14,91.48,Low
2026-01-14,Customer Service,EN,14:00,40.0,32.77,1.2207,31.42,78.35,Medium
2026-01-14,Customer Service,EN,16:00,58.0,43.29,1.3399,20.9,86.0,Low
2026-01-14,Customer Service,FR,10:00,20.0,13.69,1.461,78.83,134.3,Low
2026-01-14,Customer Service,FR,12:00,46.0,33.04,1.3923,59.48,128.81,Low
2026-01-14,Customer Service,FR,14:00,61.0,46.17,1.3212,46.35,122.24,Low
2026-01-14,Customer Service,FR,16:00,80.0,61.61,1.2985,30.91,120.14,Medium
2026-01-14,Customer Service,IT,10:00,16.0,14.36,1.1146,73.12,97.5,High
2026-01-14,Customer Service,IT,12:00,33.0,28.69,1.1501,58.78,100.61,Medium
2026-01-14,Customer Service,IT,14:00,46.0,41.86,1.099,45.62,96.13,High
2026-01-14,Customer Service,IT,16:00,63.0,58.34,1.0799,29.14,94.47,High
2026-01-14,Sales,DE,10:00,32.0,23.8,1.3447,106.86,175.69,Low
2026-01-14,Sales,DE,12:00,58.0,46.64,1.2436,84.02,162.49,Medium
2026-01-14,Sales,DE,14:00,84.0,67.25,1.2491,63.41,163.21,Medium
2026-01-14,Sales,DE,16:00,129.0,88.37,1.4598,42.29,190.32,Low
2026-01-14,Sales,EN,10:00,8.0,5.64,1.4189,28.7,48.72,Low
2026-01-14,Sales,EN,12:00,16.0,11.49,1.3924,22.84,47.81,Low
2026-01-14,Sales,EN,14:00,27.0,17.28,1.562,17.05,51.72,Low
2026-01-14,Sales,EN,16:00,33.0,23.06,1.431,11.27,49.13,Low
2026-01-14,Sales,FR,10:00,11.0,7.8,1.4106,43.14,71.86,Low
2026-01-14,Sales,FR,12:00,20.0,16.46,1.215,34.48,61.89,Medium
2026-01-14,Sales,FR,14:00,32.0,24.41,1.3109,26.53,66.78,Low
2026-01-14,Sales,FR,16:00,48.0,33.23,1.4447,17.72,73.59,Low
2026-01-14,Sales,IT,10:00,12.0,7.3,1.6429,41.27,71.84,Low
2026-01-14,Sales,IT,12:00,22.0,14.87,1.4796,33.7,70.87,Low
2026-01-14,Sales,IT,14:00,35.0,22.06,1.5869,26.52,73.45,Low
2026-01-14,Sales,IT,16:00,46.0,31.93,1.4405,16.64,69.97,Low
2026-02-02,Customer Service,DE,10:00,67.0,84.48,0.7931,375.23,364.6,Medium
2026-02-02,Customer Service,DE,12:00,159.0,169.2,0.9397,290.51,432.0,High
2026-02-02,Customer Service,DE,14:00,218.0,231.53,0.9416,228.17,432.84,High
2026-02-02,Customer Service,DE,16:00,293.0,320.2,0.915,139.5,420.65,High
2026-02-02,Customer Service,EN,10:00,20.0,22.44,0.8913,100.55,109.62,Medium
2026-02-02,Customer Service,EN,12:00,42.0,44.44,0.9451,78.55,116.24,High
2026-02-02,Customer Service,EN,14:00,59.0,62.11,0.9499,60.88,116.83,High
2026-02-02,Customer Service,EN,16:00,80.0,83.9,0.9535,39.09,117.27,High
2026-02-02,Customer Service,FR,10:00,32.0,24.77,1.2918,125.27,193.82,Medium
2026-02-02,Customer Service,FR,12:00,59.0,48.54,1.2156,101.5,182.39,Medium
2026-02-02,Customer Service,FR,14:00,71.0,73.7,0.9633,76.34,144.54,High
2026-02-02,Customer Service,FR,16:00,95.0,105.16,0.9034,44.88,135.54,High
2026-02-02,Customer Service,IT,10:00,28.0,25.4,1.1025,129.83,171.13,High
2026-02-02,Customer Service,IT,12:00,52.0,53.67,0.9688,101.55,150.38,High
2026-02-02,Customer Service,IT,14:00,67.0,74.27,0.9021,80.96,140.03,High
2026-02-02,Customer Service,IT,16:00,96.0,98.0,0.9796,57.22,152.06,High
2026-02-02,Sales,DE,10:00,33.0,37.5,0.88,187.13,197.68,Medium
2026-02-02,Sales,DE,12:00,76.0,79.91,0.951,144.72,213.63,High
2026-02-02,Sales,DE,14:00,107.0,110.5,0.9683,114.13,217.52,High
2026-02-02,Sales,DE,16:00,131.0,148.89,0.8799,75.74,197.64,Medium
2026-02-02,Sales,EN,10:00,10.0,11.78,0.8485,54.52,56.26,Medium
2026-02-02,Sales,EN,12:00,23.0,23.97,0.9595,42.33,63.62,High
2026-02-02,Sales,EN,14:00,28.0,34.07,0.8218,32.23,54.49,Medium
2026-02-02,Sales,EN,16:00,39.0,43.46,0.8974,22.84,59.5,Medium
2026-02-02,Sales,FR,10:00,10.0,14.48,0.6908,63.96,54.18,Low
2026-02-02,Sales,FR,12:00,26.0,28.86,0.9008,49.57,70.65,High
2026-02-02,Sales,FR,14:00,33.0,39.13,0.8433,39.3,66.14,Medium
2026-02-02,Sales,FR,16:00,40.0,52.49,0.7621,25.95,59.78,Medium
2026-02-02,Sales,IT,10:00,16.0,12.26,1.3048,66.57,102.86,Low
2026-02-02,Sales,IT,12:00,22.0,27.02,0.8141,51.81,64.18,Medium
2026-02-02,Sales,IT,14:00,30.0,39.31,0.7632,39.53,60.17,Medium
2026-02-02,Sales,IT,16:00,43.0,53.74,0.8001,25.09,63.08,Medium
2026-02-03,Customer Service,DE,10:00,51.0,63.32,0.8054,276.62,273.79,Medium
2026-02-03,Customer Service,DE,12:00,108.0,121.99,0.8853,217.95,300.95,Medium
2026-02-03,Customer Service,DE,14:00,152.0,173.94,0.8739,166.0,297.06,Medium
2026-02-03,Customer Service,DE,16:00,205.0,235.47,0.8706,104.47,295.95,Medium
2026-02-03,Customer Service,EN,10:00,18.0,17.68,1.0183,90.22,109.88,High
2026-02-03,Customer Service,EN,12:00,37.0,37.06,0.9984,70.84,107.73,High
2026-02-03,Customer Service,EN,14:00,47.0,55.45,0.8477,52.45,91.46,Medium
2026-02-03,Customer Service,EN,16:00,62.0,73.36,0.8452,34.54,91.2,Medium
2026-02-03,Customer Service,FR,10:00,9.0,21.37,0.4211,104.34,76.82,Low
2026-02-03,Customer Service,FR,12:00,28.0,41.77,0.6704,83.94,84.27,Low
2026-02-03,Customer Service,FR,14:00,36.0,63.71,0.5651,62.0,76.3,Low
2026-02-03,Customer Service,FR,16:00,59.0,86.49,0.6822,39.22,85.75,Low
2026-02-03,Customer Service,IT,10:00,18.0,22.92,0.7854,104.3,99.92,Medium
2026-02-03,Customer Service,IT,12:00,35.0,46.42,0.7541,80.81,95.93,Medium
2026-02-03,Customer Service,IT,14:00,52.0,64.86,0.8018,62.36,102.0,Medium
2026-02-03,Customer Service,IT,16:00,68.0,87.68,0.7756,39.55,98.67,Medium
2026-02-03,Sales,DE,10:00,31.0,35.22,0.8801,176.65,186.46,Medium
2026-02-03,Sales,DE,12:00,65.0,71.92,0.9038,139.95,191.49,High
2026-02-03,Sales,DE,14:00,92.0,102.16,0.9005,109.72,190.8,High
2026-02-03,Sales,DE,16:00,114.0,140.68,0.8103,71.19,171.69,Medium
2026-02-03,Sales,EN,10:00,10.0,9.12,1.0963,50.01,64.82,High
2026-02-03,Sales,EN,12:00,21.0,19.62,1.0705,39.52,63.3,High
2026-02-03,Sales,EN,14:00,25.0,28.29,0.8836,30.84,52.25,Medium
2026-02-03,Sales,EN,16:00,38.0,37.54,1.0122,21.59,59.85,High
2026-02-03,Sales,FR,10:00,12.0,11.81,1.0162,61.56,74.55,High
2026-02-03,Sales,FR,12:00,26.0,24.46,1.063,48.91,77.99,High
2026-02-03,Sales,FR,14:00,31.0,35.98,0.8616,37.39,63.21,Medium
2026-02-03,Sales,FR,16:00,44.0,48.52,0.9068,24.84,66.53,High
2026-02-03,Sales,IT,10:00,9.0,13.07,0.6887,58.2,49.08,Low
2026-02-03,Sales,IT,12:00,19.0,24.98,0.7605,46.28,54.2,Medium
2026-02-03,Sales,IT,14:00,25.0,35.84,0.6974,35.42,49.7,Low
2026-02-03,Sales,IT,16:00,41.0,47.52,0.8629,23.75,61.49,Medium
2026-02-04,Customer Service,DE,10:00,50.0,47.64,1.0494,255.0,317.61,High
2026-02-04,Customer Service,DE,12:00,111.0,107.37,1.0338,195.28,312.89,High
2026-02-04,Customer Service,DE,14:00,151.0,152.23,0.9919,150.42,300.21,High
2026-02-04,Customer Service,DE,16:00,210.0,203.17,1.0336,99.48,312.83,High
2026-02-04,Customer Service,EN,10:00,11.0,16.18,0.6799,83.87,68.03,Low
2026-02-04,Customer Service,EN,12:00,24.0,32.18,0.7458,67.87,74.62,Low
2026-02-04,Customer Service,EN,14:00,32.0,47.23,0.6775,52.82,67.79,Low
2026-02-04,Customer Service,EN,16:00,45.0,67.04,0.6712,33.01,67.16,Low
2026-02-04,Customer Service,FR,10:00,12.0,18.63,0.6441,100.9,77.58,Low
2026-02-04,Customer Service,FR,12:00,37.0,40.92,0.9043,78.61,108.09,High
2026-02-04,Customer Service,FR,14:00,46.0,58.14,0.7913,61.39,94.58,Medium
2026-02-04,Customer Service,FR,16:00,71.0,81.6,0.8701,37.92,104.0,Medium
2026-02-04,Customer Service,IT,10:00,21.0,22.29,0.9423,93.51,109.12,High
2026-02-04,Customer Service,IT,12:00,30.0,41.85,0.7168,73.94,83.01,Low
2026-02-04,Customer Service,IT,14:00,40.0,59.57,0.6715,56.23,77.76,Low
2026-02-04,Customer Service,IT,16:00,59.0,79.71,0.7402,36.09,85.71,Low
2026-02-04,Sales,DE,10:00,37.0,28.88,1.281,159.7,241.58,Medium
2026-02-04,Sales,DE,12:00,64.0,58.53,1.0934,130.05,206.19,High
2026-02-04,Sales,DE,14:00,85.0,87.78,0.9683,100.8,182.61,High
2026-02-04,Sales,DE,16:00,96.0,123.98,0.7743,64.6,146.02,Medium
2026-02-04,Sales,EN,10:00,8.0,8.64,0.9256,40.98,45.93,High
2026-02-04,Sales,EN,12:00,16.0,16.56,0.9662,33.06,47.94,High
2026-02-04,Sales,EN,14:00,27.0,24.46,1.1037,25.16,54.77,High
2026-02-04,Sales,EN,16:00,32.0,33.06,0.9679,16.56,48.03,High
2026-02-04,Sales,FR,10:00,3.0,11.2,0.2679,53.78,37.96,Low
2026-02-04,Sales,FR,12:00,13.0,22.16,0.5867,42.82,40.84,Low
2026-02-04,Sales,FR,14:00,20.0,33.13,0.6037,31.85,40.7,Low
2026-02-04,Sales,FR,16:00,23.0,44.9,0.5122,20.08,36.05,Low
2026-02-04,Sales,IT,10:00,6.0,11.44,0.5243,57.45,43.34,Low
2026-02-04,Sales,IT,12:00,18.0,22.1,0.8146,46.8,56.12,Medium
2026-02-04,Sales,IT,14:00,25.0,34.46,0.7254,34.43,49.98,Low
2026-02-04,Sales,IT,16:00,33.0,48.18,0.6849,20.71,47.19,Low
2026-02-05,Customer Service,DE,10:00,43.0,50.01,0.8599,248.41,256.61,Medium
2026-02-05,Customer Service,DE,12:00,101.0,105.45,0.9578,192.96,285.81,High
2026-02-05,Customer Service,DE,14:00,129.0,153.52,0.8403,144.89,250.75,Medium
2026-02-05,Customer Service,DE,16:00,171.0,205.26,0.8331,93.15,248.6,Medium
2026-02-05,Customer Service,EN,10:00,14.0,14.73,0.9503,72.32,82.73,High
2026-02-05,Customer Service,EN,12:00,27.0,31.1,0.8683,55.96,75.59,Medium
2026-02-05,Customer Service,EN,14:00,38.0,44.01,0.8634,43.04,75.16,Medium
2026-02-05,Customer Service,EN,16:00,51.0,58.19,0.8764,28.86,76.29,Medium
2026-02-05,Customer Service,FR,10:00,15.0,19.16,0.7829,96.42,90.49,Medium
2026-02-05,Customer Service,FR,12:00,31.0,39.55,0.7839,76.03,90.6,Medium
2026-02-05,Customer Service,FR,14:00,46.0,58.28,0.7893,57.29,91.22,Medium
2026-02-05,Customer Service,FR,16:00,59.0,77.2,0.7642,38.37,88.32,Medium
2026-02-05,Customer Service,IT,10:00,12.0,18.63,0.644,90.07,70.55,Low
2026-02-05,Customer Service,IT,12:00,29.0,38.3,0.7573,70.41,82.32,Medium
2026-02-05,Customer Service,IT,14:00,44.0,54.96,0.8006,53.75,87.03,Medium
2026-02-05,Customer Service,IT,16:00,63.0,72.06,0.8743,36.65,95.05,Medium
2026-02-05,Sales,DE,10:00,20.0,27.26,0.7337,143.4,125.21,Low
2026-02-05,Sales,DE,12:00,50.0,58.66,0.8524,112.0,145.47,Medium
2026-02-05,Sales,DE,14:00,77.0,80.29,0.959,90.37,163.66,High
2026-02-05,Sales,DE,16:00,108.0,111.5,0.9686,59.16,165.3,High
2026-02-05,Sales,EN,10:00,6.0,7.97,0.7526,40.81,36.72,Medium
2026-02-05,Sales,EN,12:00,14.0,17.54,0.798,31.24,38.93,Medium
2026-02-05,Sales,EN,14:00,17.0,24.74,0.687,24.04,33.52,Low
2026-02-05,Sales,EN,16:00,32.0,32.34,0.9896,16.45,48.28,High
2026-02-05,Sales,FR,10:00,10.0,10.0,1.0004,52.3,62.32,High
2026-02-05,Sales,FR,12:00,21.0,22.33,0.9404,39.96,58.58,High
2026-02-05,Sales,FR,14:00,25.0,30.82,0.8111,31.47,50.53,Medium
2026-02-05,Sales,FR,16:00,27.0,41.65,0.6483,20.64,40.42,Low
2026-02-05,Sales,IT,10:00,9.0,8.65,1.0408,49.92,60.96,High
2026-02-05,Sales,IT,12:00,15.0,19.65,0.7635,38.92,44.72,Medium
2026-02-05,Sales,IT,14:00,19.0,29.01,0.6549,29.55,38.35,Low
2026-02-05,Sales,IT,16:00,26.0,39.31,0.6615,19.26,38.74,Low
2026-02-06,Customer Service,DE,10:00,35.0,48.55,0.721,225.66,197.69,Low
2026-02-06,Customer Service,DE,12:00,79.0,103.12,0.7661,171.08,210.06,Medium
2026-02-06,Customer Service,DE,14:00,114.0,145.91,0.7813,128.29,214.23,Medium
2026-02-06,Customer Service,DE,16:00,154.0,190.44,0.8086,83.76,221.73,Medium
2026-02-06,Customer Service,EN,10:00,7.0,13.9,0.5037,74.64,55.51,Low
2026-02-06,Customer Service,EN,12:00,17.0,30.29,0.5612,58.24,54.86,Low
2026-02-06,Customer Service,EN,14:00,21.0,44.35,0.4735,44.18,49.72,Low
2026-02-06,Customer Service,EN,16:00,32.0,58.64,0.5457,29.89,51.43,Low
2026-02-06,Customer Service,FR,10:00,14.0,16.1,0.8698,85.88,88.69,Medium
2026-02-06,Customer Service,FR,12:00,26.0,36.75,0.7074,65.22,72.14,Low
2026-02-06,Customer Service,FR,14:00,39.0,51.73,0.7539,50.24,76.88,Medium
2026-02-06,Customer Service,FR,16:00,49.0,69.43,0.7057,32.54,71.96,Low
2026-02-06,Customer Service,IT,10:00,16.0,19.77,0.8094,89.2,88.2,Medium
2026-02-06,Customer Service,IT,12:00,29.0,38.61,0.7512,70.36,81.85,Medium
2026-02-06,Customer Service,IT,14:00,40.0,53.74,0.7443,55.22,81.1,Low
2026-02-06,Customer Service,IT,16:00,52.0,73.35,0.7089,35.62,77.25,Low
2026-02-06,Sales,DE,10:00,16.0,26.34,0.6073,131.47,101.45,Low
2026-02-06,Sales,DE,12:00,41.0,56.3,0.7282,101.51,114.92,Low
2026-02-06,Sales,DE,14:00,58.0,77.65,0.747,80.16,117.88,Low
2026-02-06,Sales,DE,16:00,79.0,105.21,0.7509,52.6,118.49,Medium
2026-02-06,Sales,EN,10:00,2.0,8.18,0.2444,43.97,30.58,Low
2026-02-06,Sales,EN,12:00,7.0,18.91,0.3702,33.25,28.61,Low
2026-02-06,Sales,EN,14:00,12.0,26.22,0.4576,25.93,28.86,Low
2026-02-06,Sales,EN,16:00,15.0,35.59,0.4215,16.57,25.77,Low
2026-02-06,Sales,FR,10:00,6.0,10.06,0.5964,52.05,39.83,Low
2026-02-06,Sales,FR,12:00,13.0,20.26,0.6418,41.86,40.21,Low
2026-02-06,Sales,FR,14:00,14.0,29.66,0.472,32.46,35.1,Low
2026-02-06,Sales,FR,16:00,18.0,41.2,0.4369,20.92,31.6,Low
2026-02-06,Sales,IT,10:00,7.0,10.01,0.699,49.04,41.28,Low
2026-02-06,Sales,IT,12:00,13.0,21.2,0.6132,37.86,37.61,Low
2026-02-06,Sales,IT,14:00,19.0,29.12,0.6525,29.94,38.53,Low
2026-02-06,Sales,IT,16:00,26.0,40.13,0.6479,18.93,38.3,Low
2026-02-09,Customer Service,DE,10:00,56.0,56.72,0.9873,323.91,375.8,High
2026-02-09,Customer Service,DE,12:00,132.0,130.13,1.0144,250.5,386.11,High
2026-02-09,Customer Service,DE,14:00,179.0,195.42,0.916,185.21,348.65,High
2026-02-09,Customer Service,DE,16:00,257.0,266.11,0.9658,114.51,367.59,High
2026-02-09,Customer Service,EN,10:00,16.0,20.43,0.7831,96.22,91.35,Medium
2026-02-09,Customer Service,EN,12:00,32.0,41.78,0.766,74.87,89.35,Medium
2026-02-09,Customer Service,EN,14:00,45.0,59.43,0.7572,57.22,88.32,Medium
2026-02-09,Customer Service,EN,16:00,64.0,78.77,0.8125,37.88,94.78,Medium
2026-02-09,Customer Service,FR,10:00,22.0,25.9,0.8494,112.3,117.39,Medium
2026-02-09,Customer Service,FR,12:00,36.0,49.27,0.7307,88.94,100.98,Low
2026-02-09,Customer Service,FR,14:00,50.0,73.16,0.6834,65.04,94.45,Low
2026-02-09,Customer Service,FR,16:00,66.0,96.72,0.6824,41.49,94.31,Low
2026-02-09,Customer Service,IT,10:00,22.0,22.92,0.9601,106.9,124.64,High
2026-02-09,Customer Service,IT,12:00,48.0,45.67,1.0511,84.15,136.45,High
2026-02-09,Customer Service,IT,14:00,59.0,64.06,0.921,65.76,119.56,High
2026-02-09,Customer Service,IT,16:00,83.0,86.25,0.9623,43.57,124.93,High
2026-02-09,Sales,DE,10:00,31.0,39.19,0.791,185.24,177.51,Medium
2026-02-09,Sales,DE,12:00,81.0,80.87,1.0016,143.56,224.8,High
2026-02-09,Sales,DE,14:00,112.0,120.2,0.9318,104.23,209.12,High
2026-02-09,Sales,DE,16:00,147.0,160.07,0.9184,64.36,206.1,High
2026-02-09,Sales,EN,10:00,10.0,11.37,0.8794,54.97,58.34,Medium
2026-02-09,Sales,EN,12:00,16.0,25.43,0.6291,40.91,42.59,Low
2026-02-09,Sales,EN,14:00,22.0,35.26,0.624,31.09,42.21,Low
2026-02-09,Sales,EN,16:00,30.0,44.89,0.6683,21.46,44.34,Low
2026-02-09,Sales,FR,10:00,8.0,13.0,0.6151,68.66,52.63,Low
2026-02-09,Sales,FR,12:00,18.0,27.79,0.6477,53.87,53.02,Low
2026-02-09,Sales,FR,14:00,21.0,41.36,0.5078,40.31,47.2,Low
2026-02-09,Sales,FR,16:00,30.0,56.3,0.5329,25.36,46.49,Low
2026-02-09,Sales,IT,10:00,8.0,12.96,0.6175,67.2,51.68,Low
2026-02-09,Sales,IT,12:00,16.0,26.15,0.6119,54.01,51.11,Low
2026-02-09,Sales,IT,14:00,23.0,39.19,0.5869,40.97,49.63,Low
2026-02-09,Sales,IT,16:00,35.0,51.65,0.6776,28.51,54.32,Low
2026-02-10,Customer Service,DE,10:00,58.0,57.62,1.0066,298.12,358.08,High
2026-02-10,Customer Service,DE,12:00,112.0,124.47,0.8998,231.27,320.1,Medium
2026-02-10,Customer Service,DE,14:00,165.0,178.82,0.9227,176.91,328.24,High
2026-02-10,Customer Service,DE,16:00,216.0,235.5,0.9172,120.24,326.28,High
2026-02-10,Customer Service,EN,10:00,12.0,17.06,0.7033,83.66,70.84,Low
2026-02-10,Customer Service,EN,12:00,26.0,34.35,0.7568,66.37,76.23,Medium
2026-02-10,Customer Service,EN,14:00,32.0,48.78,0.6561,51.95,66.08,Low
2026-02-10,Customer Service,EN,16:00,47.0,66.39,0.7079,34.33,71.31,Low
2026-02-10,Customer Service,FR,10:00,22.0,20.91,1.0522,107.32,134.92,High
2026-02-10,Customer Service,FR,12:00,44.0,44.83,0.9816,83.41,125.87,High
2026-02-10,Customer Service,FR,14:00,66.0,63.7,1.036,64.53,132.85,High
2026-02-10,Customer Service,FR,16:00,86.0,85.72,1.0032,42.51,128.64,High
2026-02-10,Customer Service,IT,10:00,20.0,19.48,1.0264,106.4,129.21,High
2026-02-10,Customer Service,IT,12:00,36.0,41.79,0.8615,84.09,108.44,Medium
2026-02-10,Customer Service,IT,14:00,53.0,61.08,0.8678,64.8,109.23,Medium
2026-02-10,Customer Service,IT,16:00,69.0,84.21,0.8194,41.67,103.14,Medium
2026-02-10,Sales,DE,10:00,34.0,34.85,0.9756,170.3,200.14,High
2026-02-10,Sales,DE,12:00,75.0,74.39,1.0082,130.76,206.82,High
2026-02-10,Sales,DE,14:00,102.0,98.88,1.0316,106.27,211.63,High
2026-02-10,Sales,DE,16:00,124.0,138.6,0.8947,66.55,183.54,Medium
2026-02-10,Sales,EN,10:00,6.0,10.37,0.5787,54.44,41.39,Low
2026-02-10,Sales,EN,12:00,16.0,23.06,0.6938,41.75,44.97,Low
2026-02-10,Sales,EN,14:00,23.0,33.74,0.6817,31.07,44.18,Low
2026-02-10,Sales,EN,16:00,27.0,44.16,0.6113,20.65,40.42,Low
2026-02-10,Sales,FR,10:00,9.0,12.19,0.7381,59.6,52.99,Low
2026-02-10,Sales,FR,12:00,17.0,23.53,0.7225,48.27,51.87,Low
2026-02-10,Sales,FR,14:00,24.0,35.48,0.6763,36.31,48.56,Low
2026-02-10,Sales,FR,16:00,27.0,48.29,0.5591,23.5,42.28,Low
2026-02-10,Sales,IT,10:00,7.0,10.34,0.6767,59.73,47.42,Low
2026-02-10,Sales,IT,12:00,16.0,22.88,0.6995,47.2,49.02,Low
2026-02-10,Sales,IT,14:00,25.0,33.72,0.7415,36.36,51.96,Low
2026-02-10,Sales,IT,16:00,32.0,45.86,0.6978,24.22,48.9,Low
2026-02-11,Customer Service,DE,10:00,45.0,53.85,0.8357,257.36,260.08,Medium
2026-02-11,Customer Service,DE,12:00,108.0,111.62,0.9676,199.59,301.12,High
2026-02-11,Customer Service,DE,14:00,143.0,155.42,0.9201,155.78,286.33,High
2026-02-11,Customer Service,DE,16:00,187.0,213.95,0.8741,97.26,272.01,Medium
2026-02-11,Customer Service,EN,10:00,15.0,14.48,1.0363,80.86,98.79,High
2026-02-11,Customer Service,EN,12:00,35.0,31.67,1.105,63.66,105.35,High
2026-02-11,Customer Service,EN,14:00,44.0,47.07,0.9347,48.26,89.11,High
2026-02-11,Customer Service,EN,16:00,57.0,61.71,0.9236,33.62,88.06,High
2026-02-11,Customer Service,FR,10:00,23.0,18.64,1.2341,98.41,144.45,Medium
2026-02-11,Customer Service,FR,12:00,37.0,39.63,0.9337,77.42,109.29,High
2026-02-11,Customer Service,FR,14:00,45.0,58.18,0.7735,58.87,90.53,Medium
2026-02-11,Customer Service,FR,16:00,58.0,76.97,0.7536,40.08,88.2,Medium
2026-02-11,Customer Service,IT,10:00,9.0,21.12,0.4261,95.79,71.26,Low
2026-02-11,Customer Service,IT,12:00,26.0,42.67,0.6093,74.23,74.25,Low
2026-02-11,Customer Service,IT,14:00,40.0,59.42,0.6732,57.49,78.7,Low
2026-02-11,Customer Service,IT,16:00,52.0,81.49,0.6381,35.42,75.02,Low
2026-02-11,Sales,DE,10:00,36.0,32.74,1.0994,157.02,208.63,High
2026-02-11,Sales,DE,12:00,61.0,67.53,0.9033,122.24,171.42,High
2026-02-11,Sales,DE,14:00,83.0,95.06,0.8731,94.7,165.69,Medium
2026-02-11,Sales,DE,16:00,107.0,129.66,0.8252,60.1,156.59,Medium
2026-02-11,Sales,EN,10:00,8.0,10.09,0.7932,46.73,45.07,Medium
2026-02-11,Sales,EN,12:00,16.0,18.42,0.8686,38.4,49.35,Medium
2026-02-11,Sales,EN,14:00,22.0,27.72,0.7937,29.1,45.09,Medium
2026-02-11,Sales,EN,16:00,32.0,37.66,0.8498,19.16,48.28,Medium
2026-02-11,Sales,FR,10:00,9.0,11.8,0.763,53.03,49.46,Medium
2026-02-11,Sales,FR,12:00,24.0,22.72,1.0564,42.11,68.49,High
2026-02-11,Sales,FR,14:00,27.0,32.48,0.8313,32.35,53.89,Medium
2026-02-11,Sales,FR,16:00,35.0,43.98,0.7958,20.85,51.59,Medium
2026-02-11,Sales,IT,10:00,5.0,9.59,0.5214,57.12,42.13,Low
2026-02-11,Sales,IT,12:00,16.0,21.57,0.7416,45.14,49.47,Low
2026-02-11,Sales,IT,14:00,22.0,33.76,0.6517,32.95,43.48,Low
2026-02-11,Sales,IT,16:00,31.0,44.26,0.7004,22.45,46.72,Low
2026-02-13,Customer Service,DE,10:00,46.0,49.24,0.9342,250.07,279.62,High
2026-02-13,Customer Service,DE,12:00,114.0,106.95,1.0659,192.35,319.03,High
2026-02-13,Customer Service,DE,14:00,163.0,150.15,1.0856,149.16,324.93,High
2026-02-13,Customer Service,DE,16:00,221.0,206.09,1.0723,93.22,320.96,High
2026-02-13,Customer Service,EN,10:00,14.0,12.21,1.1462,64.0,87.36,High
2026-02-13,Customer Service,EN,12:00,29.0,27.45,1.0565,48.77,80.53,High
2026-02-13,Customer Service,EN,14:00,42.0,39.75,1.0566,36.47,80.53,High
2026-02-13,Customer Service,EN,16:00,67.0,53.18,1.2598,23.03,96.02,Medium
2026-02-13,Customer Service,FR,10:00,20.0,19.48,1.0269,81.59,103.78,High
2026-02-13,Customer Service,FR,12:00,37.0,36.89,1.0029,64.17,101.36,High
2026-02-13,Customer Service,FR,14:00,55.0,51.76,1.0627,49.31,107.4,High
2026-02-13,Customer Service,FR,16:00,74.0,68.22,1.0846,32.84,109.62,High
2026-02-13,Customer Service,IT,10:00,12.0,13.1,0.916,84.85,89.72,High
2026-02-13,Customer Service,IT,12:00,33.0,34.58,0.9543,63.37,93.47,High
2026-02-13,Customer Service,IT,14:00,45.0,46.55,0.9668,51.4,94.7,High
2026-02-13,Customer Service,IT,16:00,67.0,61.32,1.0927,36.64,107.03,High
2026-02-13,Sales,DE,10:00,22.0,26.96,0.8159,129.0,127.26,Medium
2026-02-13,Sales,DE,12:00,44.0,57.65,0.7632,98.31,119.03,Medium
2026-02-13,Sales,DE,14:00,57.0,80.14,0.7112,75.82,110.93,Low
2026-02-13,Sales,DE,16:00,83.0,106.98,0.7758,48.99,121.01,Medium
2026-02-13,Sales,EN,10:00,6.0,8.29,0.7235,40.43,35.25,Low
2026-02-13,Sales,EN,12:00,12.0,17.93,0.6692,30.79,32.61,Low
2026-02-13,Sales,EN,14:00,17.0,25.52,0.6661,23.2,32.46,Low
2026-02-13,Sales,EN,16:00,21.0,33.87,0.62,14.85,30.65,Low
2026-02-13,Sales,FR,10:00,7.0,8.9,0.7865,48.01,44.76,Medium
2026-02-13,Sales,FR,12:00,8.0,20.6,0.3884,36.31,31.6,Low
2026-02-13,Sales,FR,14:00,13.0,30.4,0.4277,26.51,30.23,Low
2026-02-13,Sales,FR,16:00,19.0,40.77,0.466,16.14,29.49,Low
2026-02-13,Sales,IT,10:00,4.0,10.0,0.3998,45.4,33.51,Low
2026-02-13,Sales,IT,12:00,13.0,19.93,0.6522,35.47,36.13,Low
2026-02-13,Sales,IT,14:00,17.0,28.61,0.5942,26.8,34.42,Low
2026-02-13,Sales,IT,16:00,22.0,37.94,0.5799,17.47,33.36,Low
2026-02-14,Customer Service,DE,10:00,29.0,37.52,0.7729,178.2,166.73,Medium
2026-02-14,Customer Service,DE,12:00,59.0,76.4,0.7723,139.33,166.6,Medium
2026-02-14,Customer Service,DE,14:00,80.0,109.09,0.7333,106.63,158.19,Low
2026-02-14,Customer Service,DE,16:00,103.0,148.29,0.6946,67.44,149.84,Low
2026-02-14,Customer Service,EN,10:00,5.0,9.56,0.5231,49.95,37.47,Low
2026-02-14,Customer Service,EN,12:00,10.0,20.36,0.4913,39.15,35.45,Low
2026-02-14,Customer Service,EN,14:00,19.0,29.84,0.6366,29.66,38.28,Low
