date,interval_start,queue,language,actual_calls,model_forecast_calls,partner_forecast_calls,staffing_gap_agents,event_types,alert_type,severity,score,message
2026-01-08,08:45,Customer Service,DE,9.0,6.676,1.88,-4.223,,understaffing_risk,high,4.223,Required staffing exceeds available capacity.
2026-02-10,17:45,Customer Service,DE,7.0,8.23,17.531,-4.222,,understaffing_risk,high,4.222,Required staffing exceeds available capacity.
2026-03-12,19:45,Customer Service,DE,2.0,6.837,10.439,-4.327,,partner_forecast_deviation,high,4.2195,Partner forecast deviated materially from actual offered calls.
2026-05-11,16:00,Customer Service,DE,8.0,9.85,13.456,-4.216,,understaffing_risk,high,4.216,Required staffing exceeds available capacity.
2026-05-09,10:30,Customer Service,DE,2.0,5.138,10.428,-1.275,,partner_forecast_deviation,high,4.214,Partner forecast deviated materially from actual offered calls.
2026-02-02,13:30,Customer Service,DE,6.0,9.581,9.292,-4.207,billing_cycle,understaffing_risk,high,4.207,Required staffing exceeds available capacity.
2026-02-11,17:15,Customer Service,DE,8.0,8.231,9.872,-4.204,,understaffing_risk,high,4.204,Required staffing exceeds available capacity.
2026-05-06,17:15,Customer Service,IT,2.0,3.891,10.398,-0.816,,partner_forecast_deviation,high,4.199,Partner forecast deviated materially from actual offered calls.
2026-05-05,19:45,Customer Service,DE,10.0,6.635,7.984,-4.198,,understaffing_risk,high,4.198,Required staffing exceeds available capacity.
2026-05-04,14:00,Customer Service,DE,13.0,9.8,15.91,-4.197,,understaffing_risk,high,4.197,Required staffing exceeds available capacity.
2026-02-02,11:00,Customer Service,DE,14.0,9.488,8.734,-4.194,billing_cycle,understaffing_risk,high,4.194,Required staffing exceeds available capacity.
2026-05-04,15:00,Sales,DE,2.0,4.69,10.378,-1.52,,partner_forecast_deviation,high,4.189,Partner forecast deviated materially from actual offered calls.
2026-02-02,14:45,Customer Service,DE,11.0,10.964,13.168,-4.188,billing_cycle,understaffing_risk,high,4.188,Required staffing exceeds available capacity.
2026-03-06,08:00,Customer Service,DE,10.0,6.589,17.231,-4.187,,understaffing_risk,high,4.187,Required staffing exceeds available capacity.
2026-05-08,12:00,Customer Service,DE,4.0,6.604,7.688,-4.186,,understaffing_risk,high,4.186,Required staffing exceeds available capacity.
2026-02-09,15:15,Sales,DE,2.0,4.739,10.363,-1.543,,partner_forecast_deviation,high,4.1815,Partner forecast deviated materially from actual offered calls.
2026-03-03,12:45,Customer Service,DE,10.0,10.797,14.282,-4.179,holiday_rebound,understaffing_risk,high,4.179,Required staffing exceeds available capacity.
2026-03-10,12:30,Customer Service,DE,5.0,8.212,16.147,-4.179,,understaffing_risk,high,4.179,Required staffing exceeds available capacity.
2026-02-11,10:00,Customer Service,DE,11.0,8.19,8.475,-4.178,,understaffing_risk,high,4.178,Required staffing exceeds available capacity.
2026-05-06,16:15,Customer Service,FR,2.0,4.62,10.356,0.748,,partner_forecast_deviation,high,4.178,Partner forecast deviated materially from actual offered calls.
2026-02-03,15:00,Customer Service,DE,12.0,8.172,22.684,-4.164,,understaffing_risk,high,4.164,Required staffing exceeds available capacity.
2026-03-10,17:30,Customer Service,DE,6.0,8.179,13.445,-4.159,,understaffing_risk,high,4.159,Required staffing exceeds available capacity.
2026-05-05,17:30,Customer Service,DE,5.0,8.154,8.346,-4.159,,understaffing_risk,high,4.159,Required staffing exceeds available capacity.
2026-03-06,16:00,Sales,DE,2.0,3.804,10.314,0.949,,partner_forecast_deviation,high,4.157,Partner forecast deviated materially from actual offered calls.
2026-02-11,19:45,Customer Service,DE,4.0,6.567,7.855,-4.152,,understaffing_risk,high,4.152,Required staffing exceeds available capacity.
2026-02-10,17:15,Sales,DE,2.0,4.262,10.292,-0.287,,partner_forecast_deviation,high,4.146,Partner forecast deviated materially from actual offered calls.
2026-05-04,08:15,Customer Service,DE,2.0,9.714,23.726,-4.142,,understaffing_risk,high,4.142,Required staffing exceeds available capacity.
2026-05-04,09:00,Customer Service,DE,10.0,9.714,26.962,-4.142,,understaffing_risk,high,4.142,Required staffing exceeds available capacity.
2026-02-10,19:30,Customer Service,DE,5.0,6.538,3.607,-4.135,,understaffing_risk,high,4.135,Required staffing exceeds available capacity.
2026-03-06,13:30,Sales,DE,2.0,3.344,10.27,1.197,,partner_forecast_deviation,high,4.135,Partner forecast deviated materially from actual offered calls.
2026-03-09,10:45,Customer Service,DE,13.0,11.302,25.414,-4.128,,understaffing_risk,high,4.128,Required staffing exceeds available capacity.
2026-05-06,18:15,Customer Service,DE,8.0,8.082,9.006,-4.126,,understaffing_risk,high,4.126,Required staffing exceeds available capacity.
2026-02-06,08:15,Customer Service,DE,4.0,6.512,6.493,-4.124,,understaffing_risk,high,4.124,Required staffing exceeds available capacity.
2026-05-01,08:15,Customer Service,DE,4.0,6.254,5.97,-4.123,billing_cycle,understaffing_risk,high,4.123,Required staffing exceeds available capacity.
2026-05-04,08:45,Customer Service,DE,10.0,9.714,43.043,-4.12,,understaffing_risk,high,4.12,Required staffing exceeds available capacity.
2026-04-03,08:45,Customer Service,DE,5.0,6.519,2.234,-4.119,,understaffing_risk,high,4.119,Required staffing exceeds available capacity.
2026-03-12,08:00,Customer Service,DE,5.0,7.502,25.594,-2.747,,partner_forecast_deviation,high,4.1188,Partner forecast deviated materially from actual offered calls.
2026-03-04,08:45,Customer Service,DE,4.0,6.551,10.648,-4.117,,understaffing_risk,high,4.117,Required staffing exceeds available capacity.
2026-03-11,12:00,Customer Service,DE,6.0,6.511,7.157,-4.117,,understaffing_risk,high,4.117,Required staffing exceeds available capacity.
2026-05-01,19:45,Customer Service,DE,3.0,7.183,15.347,-2.742,billing_cycle,partner_forecast_deviation,high,4.1157,Partner forecast deviated materially from actual offered calls.
2026-03-04,10:45,Customer Service,DE,9.0,8.079,24.86,-4.105,,understaffing_risk,high,4.105,Required staffing exceeds available capacity.
2026-05-04,19:30,Customer Service,DE,5.0,6.489,7.994,-4.105,,understaffing_risk,high,4.105,Required staffing exceeds available capacity.
2026-03-10,14:00,Customer Service,DE,9.0,9.678,12.034,-4.104,,understaffing_risk,high,4.104,Required staffing exceeds available capacity.
2026-02-02,12:15,Customer Service,DE,5.0,10.849,13.005,-4.101,billing_cycle,understaffing_risk,high,4.101,Required staffing exceeds available capacity.
2026-05-05,10:30,Customer Service,DE,7.0,11.175,11.718,-4.098,,understaffing_risk,high,4.098,Required staffing exceeds available capacity.
2026-05-05,18:45,Customer Service,DE,5.0,8.062,26.382,-4.098,,understaffing_risk,high,4.098,Required staffing exceeds available capacity.
2026-05-07,12:00,Sales,DE,2.0,3.713,10.193,1.004,,partner_forecast_deviation,high,4.0965,Partner forecast deviated materially from actual offered calls.
2026-05-12,13:00,Customer Service,DE,3.0,6.553,6.83,-4.096,,understaffing_risk,high,4.096,Required staffing exceeds available capacity.
2026-02-04,09:30,Customer Service,DE,4.0,8.057,9.227,-4.094,,understaffing_risk,high,4.094,Required staffing exceeds available capacity.
2026-02-13,18:00,Customer Service,DE,7.0,7.725,6.608,-4.091,holiday_rebound,understaffing_risk,high,4.091,Required staffing exceeds available capacity.
2026-03-13,12:00,Customer Service,DE,5.0,6.451,7.487,-4.089,,understaffing_risk,high,4.089,Required staffing exceeds available capacity.
2026-05-07,19:00,Customer Service,DE,3.0,6.449,8.458,-4.086,,understaffing_risk,high,4.086,Required staffing exceeds available capacity.
2026-05-13,09:45,Sales,DE,4.0,5.184,20.334,-0.781,,partner_forecast_deviation,high,4.0835,Partner forecast deviated materially from actual offered calls.
2026-03-09,10:00,Sales,DE,4.0,4.801,20.33,-1.566,,partner_forecast_deviation,high,4.0825,Partner forecast deviated materially from actual offered calls.
2026-05-14,10:15,Sales,IT,2.0,2.174,10.159,2.132,,partner_forecast_deviation,high,4.0795,Partner forecast deviated materially from actual offered calls.
2026-02-02,19:45,Customer Service,DE,6.0,9.292,9.943,-4.074,billing_cycle,understaffing_risk,high,4.074,Required staffing exceeds available capacity.
2026-05-11,18:15,Sales,FR,2.0,3.495,10.145,0.574,sales_offer,partner_forecast_deviation,high,4.0725,Partner forecast deviated materially from actual offered calls.
2026-05-11,08:15,Customer Service,FR,2.0,5.011,10.14,-2.441,,partner_forecast_deviation,high,4.07,Partner forecast deviated materially from actual offered calls.
2026-01-08,10:00,Customer Service,DE,16.0,8.0,1.848,-4.067,,understaffing_risk,high,4.067,Required staffing exceeds available capacity.
2026-02-04,10:45,Customer Service,DE,10.0,8.017,27.174,-4.066,,understaffing_risk,high,4.066,Required staffing exceeds available capacity.
2026-03-05,17:30,Customer Service,DE,3.0,5.981,15.191,-1.798,,partner_forecast_deviation,high,4.0637,Partner forecast deviated materially from actual offered calls.
2026-03-10,09:15,Customer Service,DE,9.0,9.619,11.549,-4.062,,understaffing_risk,high,4.062,Required staffing exceeds available capacity.
2026-05-11,17:00,Customer Service,DE,12.0,9.598,10.444,-4.062,,understaffing_risk,high,4.062,Required staffing exceeds available capacity.
2026-05-07,12:00,Customer Service,DE,8.0,6.413,18.591,-4.055,,understaffing_risk,high,4.055,Required staffing exceeds available capacity.
2026-01-14,17:15,Customer Service,DE,5.0,7.964,8.122,-4.054,,understaffing_risk,high,4.054,Required staffing exceeds available capacity.
2026-03-14,09:30,Sales,DE,2.0,3.412,10.107,-0.836,,partner_forecast_deviation,high,4.0535,Partner forecast deviated materially from actual offered calls.
2026-05-12,10:15,Customer Service,DE,9.0,9.605,31.6,-4.053,,understaffing_risk,high,4.053,Required staffing exceeds available capacity.
2026-05-14,14:15,Customer Service,DE,8.0,7.961,10.081,-4.053,,understaffing_risk,high,4.053,Required staffing exceeds available capacity.
2026-03-10,17:00,Customer Service,DE,11.0,7.998,24.372,-4.044,,understaffing_risk,high,4.044,Required staffing exceeds available capacity.
2026-05-05,09:45,Sales,DE,3.0,4.351,15.13,-1.342,,partner_forecast_deviation,high,4.0433,Partner forecast deviated materially from actual offered calls.
2026-02-03,14:45,Customer Service,IT,2.0,3.887,10.086,1.19,,partner_forecast_deviation,high,4.043,Partner forecast deviated materially from actual offered calls.
2026-02-04,10:15,Customer Service,DE,4.0,7.973,8.708,-4.043,,understaffing_risk,high,4.043,Required staffing exceeds available capacity.
2026-03-12,19:15,Customer Service,DE,3.0,6.371,8.767,-4.038,,understaffing_risk,high,4.038,Required staffing exceeds available capacity.
2026-05-01,09:45,Customer Service,FR,2.0,4.631,10.076,-0.335,billing_cycle,partner_forecast_deviation,high,4.038,Partner forecast deviated materially from actual offered calls.
2026-03-11,19:00,Customer Service,DE,4.0,6.386,7.804,-4.036,,understaffing_risk,high,4.036,Required staffing exceeds available capacity.
2026-02-06,10:30,Customer Service,DE,5.0,7.911,7.806,-4.035,,understaffing_risk,high,4.035,Required staffing exceeds available capacity.
2026-05-13,14:45,Sales,DE,2.0,4.253,10.047,-0.285,,partner_forecast_deviation,high,4.0235,Partner forecast deviated materially from actual offered calls.
2026-03-04,15:45,Customer Service,DE,4.0,7.343,20.062,-3.64,,partner_forecast_deviation,high,4.0155,Partner forecast deviated materially from actual offered calls.
2026-06-01,17:15,Customer Service,DE,14.0,5.998,5.424,-4.014,billing_cycle,understaffing_risk,high,4.014,Required staffing exceeds available capacity.
2026-05-05,12:15,Customer Service,DE,3.0,7.918,26.85,-4.007,,understaffing_risk,high,4.007,Required staffing exceeds available capacity.
2026-02-10,18:30,Customer Service,DE,5.0,7.916,9.253,-4.005,,understaffing_risk,high,4.005,Required staffing exceeds available capacity.
2026-03-10,16:45,Sales,DE,2.0,5.038,9.999,0.291,,partner_forecast_deviation,high,3.9995,Partner forecast deviated materially from actual offered calls.
2026-05-06,08:15,Customer Service,DE,4.0,7.491,19.988,-2.737,,partner_forecast_deviation,high,3.997,Partner forecast deviated materially from actual offered calls.
2026-05-11,12:45,Customer Service,DE,9.0,9.483,12.767,-3.987,,understaffing_risk,high,3.987,Required staffing exceeds available capacity.
2026-03-09,10:00,Customer Service,DE,12.0,7.884,7.247,-3.985,,understaffing_risk,high,3.985,Required staffing exceeds available capacity.
2026-05-06,13:00,Customer Service,DE,7.0,7.333,34.863,-1.581,,partner_forecast_deviation,high,3.9804,Partner forecast deviated materially from actual offered calls.
2026-02-04,10:00,Customer Service,DE,12.0,7.877,11.259,-3.978,,understaffing_risk,high,3.978,Required staffing exceeds available capacity.
2026-02-13,10:30,Customer Service,DE,12.0,10.475,15.075,-3.977,holiday_rebound,understaffing_risk,high,3.977,Required staffing exceeds available capacity.
2026-05-08,10:15,Customer Service,EN,2.0,2.457,9.949,1.661,,partner_forecast_deviation,high,3.9745,Partner forecast deviated materially from actual offered calls.
2026-03-04,09:45,Customer Service,DE,10.0,7.864,10.335,-3.974,,understaffing_risk,high,3.974,Required staffing exceeds available capacity.
2026-01-12,19:15,Customer Service,DE,4.0,6.27,1.767,-3.973,,understaffing_risk,high,3.973,Required staffing exceeds available capacity.
2026-05-04,17:45,Sales,FR,2.0,2.314,9.945,2.033,,partner_forecast_deviation,high,3.9725,Partner forecast deviated materially from actual offered calls.
2026-05-08,15:30,Customer Service,DE,2.0,8.242,9.945,-2.239,,partner_forecast_deviation,high,3.9725,Partner forecast deviated materially from actual offered calls.
2026-05-01,18:00,Sales,DE,2.0,3.729,9.939,-0.005,,partner_forecast_deviation,high,3.9695,Partner forecast deviated materially from actual offered calls.
2026-01-06,08:00,Customer Service,DE,5.0,6.227,0.704,-3.966,,understaffing_risk,high,3.966,Required staffing exceeds available capacity.
2026-05-12,19:30,Customer Service,DE,6.0,7.848,9.695,-3.965,,understaffing_risk,high,3.965,Required staffing exceeds available capacity.
2026-02-05,15:30,Customer Service,DE,2.0,7.806,7.812,-3.962,,understaffing_risk,high,3.962,Required staffing exceeds available capacity.
2026-03-10,14:15,Customer Service,DE,4.0,9.409,9.61,-3.962,,understaffing_risk,high,3.962,Required staffing exceeds available capacity.
2026-05-11,17:15,Customer Service,DE,11.0,9.439,17.049,-3.957,,understaffing_risk,high,3.957,Required staffing exceeds available capacity.
2026-05-12,19:00,Customer Service,DE,4.0,7.844,19.179,-3.955,,understaffing_risk,high,3.955,Required staffing exceeds available capacity.
2026-03-12,17:30,Customer Service,DE,8.0,7.811,8.709,-3.951,,understaffing_risk,high,3.951,Required staffing exceeds available capacity.
2026-05-13,13:30,Customer Service,DE,10.0,7.816,12.922,-3.95,,understaffing_risk,high,3.95,Required staffing exceeds available capacity.
2026-05-13,13:45,Customer Service,DE,7.0,7.814,19.719,-3.95,,understaffing_risk,high,3.95,Required staffing exceeds available capacity.
2026-02-03,15:15,Customer Service,DE,5.0,7.838,7.992,-3.949,,understaffing_risk,high,3.949,Required staffing exceeds available capacity.
2026-02-04,08:00,Customer Service,DE,4.0,6.216,6.215,-3.949,,understaffing_risk,high,3.949,Required staffing exceeds available capacity.
2026-03-04,08:00,Customer Service,DE,8.0,6.216,6.152,-3.949,,understaffing_risk,high,3.949,Required staffing exceeds available capacity.
2026-06-11,09:15,Customer Service,DE,3.0,7.608,7.622,-3.948,,understaffing_risk,high,3.948,Required staffing exceeds available capacity.
2026-02-09,10:45,Customer Service,DE,17.0,11.015,9.961,-3.947,,understaffing_risk,high,3.947,Required staffing exceeds available capacity.
2026-05-11,11:30,Customer Service,DE,8.0,9.424,21.368,-3.947,,understaffing_risk,high,3.947,Required staffing exceeds available capacity.
2026-05-12,15:30,Customer Service,DE,10.0,9.396,19.663,-3.947,,understaffing_risk,high,3.947,Required staffing exceeds available capacity.
2026-03-06,15:15,Customer Service,DE,8.0,7.815,8.509,-3.944,,understaffing_risk,high,3.944,Required staffing exceeds available capacity.
2026-03-06,13:00,Customer Service,DE,4.0,6.287,7.382,-3.941,,understaffing_risk,high,3.941,Required staffing exceeds available capacity.
2026-01-07,08:30,Customer Service,DE,8.0,6.216,1.908,-3.939,,understaffing_risk,high,3.939,Required staffing exceeds available capacity.
2026-03-11,17:45,Customer Service,DE,7.0,7.747,11.037,-3.934,,understaffing_risk,high,3.934,Required staffing exceeds available capacity.
2026-05-07,17:15,Customer Service,DE,9.0,7.783,8.745,-3.933,,understaffing_risk,high,3.933,Required staffing exceeds available capacity.
2026-05-08,10:00,Customer Service,DE,13.0,7.774,8.94,-3.928,,understaffing_risk,high,3.928,Required staffing exceeds available capacity.
2026-03-09,17:45,Customer Service,DE,5.0,8.948,24.626,-4.677,,partner_forecast_deviation,high,3.9252,Partner forecast deviated materially from actual offered calls.
2026-05-04,09:45,Customer Service,IT,3.0,4.361,14.769,-0.031,,partner_forecast_deviation,high,3.923,Partner forecast deviated materially from actual offered calls.
2026-05-04,14:45,Customer Service,DE,7.0,9.365,17.994,-3.922,,understaffing_risk,high,3.922,Required staffing exceeds available capacity.
2026-01-05,08:00,Customer Service,DE,6.0,6.182,1.326,-3.919,,understaffing_risk,high,3.919,Required staffing exceeds available capacity.
2026-03-13,18:15,Customer Service,DE,5.0,7.728,8.804,-3.911,,understaffing_risk,high,3.911,Required staffing exceeds available capacity.
2026-01-13,12:00,Customer Service,DE,13.0,6.197,1.517,-3.909,,understaffing_risk,high,3.909,Required staffing exceeds available capacity.
2026-03-13,16:45,Sales,DE,4.0,4.602,19.63,0.532,,partner_forecast_deviation,high,3.9075,Partner forecast deviated materially from actual offered calls.
2026-02-03,10:30,Customer Service,DE,3.0,9.778,14.722,-5.207,,partner_forecast_deviation,high,3.9073,Partner forecast deviated materially from actual offered calls.
2026-03-06,16:15,Customer Service,DE,3.0,7.742,10.084,-3.907,,understaffing_risk,high,3.907,Required staffing exceeds available capacity.
2026-05-14,13:15,Customer Service,DE,4.0,7.714,10.799,-3.907,,understaffing_risk,high,3.907,Required staffing exceeds available capacity.
2026-06-08,13:45,Customer Service,DE,10.0,5.927,1.814,-3.907,,understaffing_risk,high,3.907,Required staffing exceeds available capacity.
2026-03-09,08:30,Customer Service,DE,7.0,9.339,9.562,-3.905,,understaffing_risk,high,3.905,Required staffing exceeds available capacity.
2026-02-10,12:45,Customer Service,DE,5.0,7.753,9.201,-3.904,,understaffing_risk,high,3.904,Required staffing exceeds available capacity.
2026-05-12,09:00,Customer Service,DE,10.0,9.348,10.382,-3.904,,understaffing_risk,high,3.904,Required staffing exceeds available capacity.
2026-01-08,10:15,Customer Service,DE,11.0,7.782,3.738,-3.897,,understaffing_risk,high,3.897,Required staffing exceeds available capacity.
2026-02-05,08:00,Customer Service,DE,2.0,6.143,5.87,-3.896,,understaffing_risk,high,3.896,Required staffing exceeds available capacity.
2026-05-13,18:00,Customer Service,DE,11.0,7.738,8.215,-3.896,,understaffing_risk,high,3.896,Required staffing exceeds available capacity.
2026-03-03,14:15,Customer Service,DE,11.0,8.923,8.499,-3.891,holiday_rebound,understaffing_risk,high,3.891,Required staffing exceeds available capacity.
2026-02-09,16:30,Sales,DE,2.0,4.903,9.775,0.364,,partner_forecast_deviation,high,3.8875,Partner forecast deviated materially from actual offered calls.
2026-02-11,13:15,Customer Service,DE,3.0,7.725,8.874,-3.886,,understaffing_risk,high,3.886,Required staffing exceeds available capacity.
2026-03-03,13:00,Sales,DE,2.0,3.962,9.772,0.896,,partner_forecast_deviation,high,3.886,Partner forecast deviated materially from actual offered calls.
2026-02-03,13:15,Customer Service,DE,6.0,9.306,12.632,-3.883,,understaffing_risk,high,3.883,Required staffing exceeds available capacity.
2026-02-09,15:15,Customer Service,DE,11.0,9.316,9.593,-3.882,,understaffing_risk,high,3.882,Required staffing exceeds available capacity.
2026-02-09,16:00,Sales,DE,4.0,5.182,19.524,0.231,,partner_forecast_deviation,high,3.881,Partner forecast deviated materially from actual offered calls.
2026-03-11,14:15,Customer Service,DE,8.0,9.33,9.233,-3.881,,understaffing_risk,high,3.881,Required staffing exceeds available capacity.
2026-02-10,14:00,Sales,DE,3.0,4.598,14.623,-0.457,,partner_forecast_deviation,high,3.8743,Partner forecast deviated materially from actual offered calls.
2026-05-12,10:45,Customer Service,DE,6.0,9.299,21.923,-3.869,,understaffing_risk,high,3.869,Required staffing exceeds available capacity.
2026-02-09,12:45,Customer Service,DE,7.0,7.673,8.051,-3.864,,understaffing_risk,high,3.864,Required staffing exceeds available capacity.
2026-05-04,13:45,Customer Service,IT,4.0,4.269,19.45,1.004,,partner_forecast_deviation,high,3.8625,Partner forecast deviated materially from actual offered calls.
2026-03-13,13:15,Customer Service,DE,5.0,7.668,8.815,-3.862,,understaffing_risk,high,3.862,Required staffing exceeds available capacity.
2026-03-05,15:00,Customer Service,DE,4.0,6.743,19.437,-3.281,,partner_forecast_deviation,high,3.8593,Partner forecast deviated materially from actual offered calls.
2026-05-13,16:00,Sales,DE,4.0,5.324,19.434,0.144,,partner_forecast_deviation,high,3.8585,Partner forecast deviated materially from actual offered calls.
2026-01-05,08:15,Customer Service,DE,8.0,6.09,1.413,-3.857,,understaffing_risk,high,3.857,Required staffing exceeds available capacity.
2026-05-11,14:00,Customer Service,DE,4.0,9.257,9.337,-3.857,,understaffing_risk,high,3.857,Required staffing exceeds available capacity.
2026-02-03,10:15,Customer Service,DE,5.0,7.672,7.943,-3.855,,understaffing_risk,high,3.855,Required staffing exceeds available capacity.
2026-05-08,17:15,Customer Service,DE,9.0,7.658,9.076,-3.854,,understaffing_risk,high,3.854,Required staffing exceeds available capacity.
2026-05-11,17:45,Customer Service,DE,12.0,9.277,16.455,-3.853,,understaffing_risk,high,3.853,Required staffing exceeds available capacity.
2026-05-13,14:15,Customer Service,DE,4.0,7.671,8.105,-3.853,,understaffing_risk,high,3.853,Required staffing exceeds available capacity.
2026-03-04,15:15,Customer Service,DE,9.0,7.685,17.779,-3.85,,understaffing_risk,high,3.85,Required staffing exceeds available capacity.
2026-03-11,12:45,Customer Service,DE,7.0,7.659,10.129,-3.845,,understaffing_risk,high,3.845,Required staffing exceeds available capacity.
2026-05-11,11:15,Customer Service,DE,13.0,9.261,25.322,-3.845,,understaffing_risk,high,3.845,Required staffing exceeds available capacity.
2026-05-07,19:15,Customer Service,DE,7.0,6.065,8.289,-3.844,,understaffing_risk,high,3.844,Required staffing exceeds available capacity.
2026-05-14,13:45,Customer Service,DE,3.0,7.619,10.091,-3.844,,understaffing_risk,high,3.844,Required staffing exceeds available capacity.
2026-02-02,18:00,Customer Service,DE,9.0,8.937,9.879,-3.842,billing_cycle,understaffing_risk,high,3.842,Required staffing exceeds available capacity.
2026-03-10,12:00,Customer Service,DE,3.0,6.098,6.554,-3.84,,understaffing_risk,high,3.84,Required staffing exceeds available capacity.
2026-05-07,17:45,Customer Service,DE,8.0,7.612,9.352,-3.838,,understaffing_risk,high,3.838,Required staffing exceeds available capacity.
2026-05-14,13:30,Customer Service,DE,6.0,7.62,8.629,-3.836,,understaffing_risk,high,3.836,Required staffing exceeds available capacity.
2026-03-11,10:00,Customer Service,DE,8.0,7.665,15.497,-3.834,,understaffing_risk,high,3.834,Required staffing exceeds available capacity.
2026-02-09,14:15,Customer Service,DE,8.0,9.224,9.502,-3.832,,understaffing_risk,high,3.832,Required staffing exceeds available capacity.
2026-03-05,10:15,Customer Service,DE,3.0,7.619,8.524,-3.831,,understaffing_risk,high,3.831,Required staffing exceeds available capacity.
2026-06-01,12:30,Customer Service,DE,9.0,5.709,5.266,-3.821,billing_cycle,understaffing_risk,high,3.821,Required staffing exceeds available capacity.
2026-02-03,18:15,Customer Service,DE,3.0,9.174,10.372,-3.817,,understaffing_risk,high,3.817,Required staffing exceeds available capacity.
2026-02-10,10:30,Customer Service,DE,4.0,9.624,19.232,-3.097,,partner_forecast_deviation,high,3.808,Partner forecast deviated materially from actual offered calls.
2026-01-06,08:15,Customer Service,DE,5.0,6.035,1.621,-3.807,,understaffing_risk,high,3.807,Required staffing exceeds available capacity.
2026-03-12,17:15,Customer Service,DE,6.0,7.593,17.471,-3.801,,understaffing_risk,high,3.801,Required staffing exceeds available capacity.
2026-05-06,18:45,Customer Service,DE,4.0,7.586,9.061,-3.799,,understaffing_risk,high,3.799,Required staffing exceeds available capacity.
2026-05-11,13:15,Customer Service,DE,9.0,7.579,7.875,-3.797,,understaffing_risk,high,3.797,Required staffing exceeds available capacity.
2026-05-14,11:00,Customer Service,DE,9.0,7.56,18.468,-3.796,,understaffing_risk,high,3.796,Required staffing exceeds available capacity.
2026-05-12,19:00,Customer Service,DE,4.0,7.844,19.179,-3.955,,partner_forecast_deviation,high,3.7947,Partner forecast deviated materially from actual offered calls.
2026-02-05,15:15,Customer Service,DE,6.0,7.563,16.961,-3.793,,understaffing_risk,high,3.793,Required staffing exceeds available capacity.
2026-03-06,09:00,Customer Service,DE,7.0,7.562,9.656,-3.793,,understaffing_risk,high,3.793,Required staffing exceeds available capacity.
2026-02-06,09:45,Customer Service,DE,7.0,7.555,8.151,-3.789,,understaffing_risk,high,3.789,Required staffing exceeds available capacity.
2026-02-09,13:15,Customer Service,DE,5.0,7.572,8.1,-3.789,,understaffing_risk,high,3.789,Required staffing exceeds available capacity.
2026-03-11,17:00,Customer Service,DE,4.0,7.591,11.532,-3.788,,understaffing_risk,high,3.788,Required staffing exceeds available capacity.
2026-05-14,18:00,Customer Service,DE,6.0,7.535,9.825,-3.782,,understaffing_risk,high,3.782,Required staffing exceeds available capacity.
2026-01-12,19:00,Customer Service,DE,7.0,5.965,1.487,-3.781,,understaffing_risk,high,3.781,Required staffing exceeds available capacity.
2026-03-06,10:45,Customer Service,DE,7.0,7.517,10.903,-3.777,,understaffing_risk,high,3.777,Required staffing exceeds available capacity.
2026-02-05,09:30,Customer Service,DE,8.0,7.534,9.234,-3.776,,understaffing_risk,high,3.776,Required staffing exceeds available capacity.
2026-02-10,09:45,Customer Service,DE,6.0,8.432,28.655,-3.318,,partner_forecast_deviation,high,3.7758,Partner forecast deviated materially from actual offered calls.
2026-03-12,10:00,Customer Service,DE,7.0,7.538,19.842,-3.766,,understaffing_risk,high,3.766,Required staffing exceeds available capacity.
2026-05-07,16:00,Sales,DE,4.0,5.13,19.059,0.258,,partner_forecast_deviation,high,3.7648,Partner forecast deviated materially from actual offered calls.
2026-02-10,12:15,Customer Service,DE,6.0,7.554,19.687,-3.764,,understaffing_risk,high,3.764,Required staffing exceeds available capacity.
2026-03-06,15:45,Customer Service,FR,2.0,4.599,9.528,-0.239,,partner_forecast_deviation,high,3.764,Partner forecast deviated materially from actual offered calls.
2026-02-10,08:45,Customer Service,DE,5.0,9.131,10.046,-3.761,,understaffing_risk,high,3.761,Required staffing exceeds available capacity.
2026-05-04,16:30,Customer Service,DE,10.0,10.7,24.219,-3.761,,understaffing_risk,high,3.761,Required staffing exceeds available capacity.
2026-05-14,14:00,Sales,DE,3.0,4.662,14.282,-0.502,,partner_forecast_deviation,high,3.7607,Partner forecast deviated materially from actual offered calls.
2026-02-09,09:15,Customer Service,DE,9.0,9.117,9.421,-3.76,,understaffing_risk,high,3.76,Required staffing exceeds available capacity.
2026-03-03,10:00,Customer Service,DE,16.0,7.207,5.897,-3.758,holiday_rebound,understaffing_risk,high,3.758,Required staffing exceeds available capacity.
2026-02-03,16:15,Customer Service,DE,9.0,7.523,8.043,-3.757,,understaffing_risk,high,3.757,Required staffing exceeds available capacity.
2026-02-11,10:30,Sales,DE,2.0,4.68,9.512,-1.517,,partner_forecast_deviation,high,3.756,Partner forecast deviated materially from actual offered calls.
2026-03-05,10:45,Customer Service,DE,9.0,7.489,15.746,-3.755,,understaffing_risk,high,3.755,Required staffing exceeds available capacity.
2026-03-09,14:15,Customer Service,DE,12.0,9.125,27.801,-3.755,,understaffing_risk,high,3.755,Required staffing exceeds available capacity.
2026-05-07,15:30,Sales,DE,2.0,4.273,9.507,-1.304,,partner_forecast_deviation,high,3.7535,Partner forecast deviated materially from actual offered calls.
2026-05-12,19:15,Customer Service,DE,5.0,7.531,13.325,-3.753,,understaffing_risk,high,3.753,Required staffing exceeds available capacity.
